,PROFILE_CODE,PROFILE_NAME,SCC1,SCC2,SCC3,Aluminum,Ammonium,Antimony,Arsenic,Barium,Cadmium,Calcium,Chloride ion,Chromium,Cobalt,Copper,Elemental Carbon,Indium,Iron,Lead,Magnesium,Manganese,Mercury,Molybdenum,Nickel,Nitrate,Organic carbon,Phosphorus,Potassium,Potassium ion,Selenium,Silicon,Silver,Sodium,Sodium ion,Strontium,Sulfate,Sulfur,Tin,Titanium,Vanadium,Zinc,Zirconium
260,3873.0,"Gasoline Exhaust - Winter, non-smoker",Combustion,Mobile; Onroad,Gasoline,0.6459,,0.0183,0.0012,0.0916,0.0286,0.8592,0.3377,0.1241,0.0144,0.0505,38.3496,0.0047,2.101,0.1464,0.4363,0.0277,0.0011,0.0053,0.0176,0.3322,38.8192,0.4852,0.1279,,0.0035,1.3602,0.0542,0.4987,,0.0033,1.9354,1.3548,0.0223,0.0381,0.0299,0.7815,0.0008
261,3874.0,"Gasoline Exhaust - Winter, non-smoker",Combustion,Mobile; Onroad,Gasoline,0.1701,,0.0066,0.0002,0.0163,0.0083,0.2677,0.0953,0.0358,0.0026,0.0187,20.8184,0.0016,0.722,0.059,0.1162,0.0096,0.0001,0.0011,0.0061,0.0952,61.91,0.1665,0.036,,0.0006,0.6071,0.0156,0.1078,,0.0008,0.6696,0.499,0.0063,0.0112,0.007,0.2809,0.0002
262,3875.0,"Gasoline Exhaust - Winter, smoker",Combustion,Mobile; Onroad,Gasoline,,,0.0085,0.0015,0.2484,0.0026,0.1573,0.0271,0.0004,0.0,0.0098,6.1223,0.005,0.0852,0.0225,,0.0001,0.0006,0.0008,0.0003,0.2815,77.18,,0.023,,0.0002,,0.0072,,,0.0,0.2378,0.2503,0.002,0.0,0.0,0.056,0.0005
263,3876.0,"Gasoline Exhaust - Winter, smoker",Combustion,Mobile; Onroad,Gasoline,,,0.0088,0.0016,0.2574,0.0027,0.162,0.0279,0.0004,0.0,0.01,6.2548,0.0052,0.0873,0.0228,,0.0001,0.0007,0.0008,0.0003,0.2912,77.0394,,0.0238,,0.0002,,0.0075,,,0.0,0.2442,0.2557,0.0021,0.0,0.0,0.0568,0.0006
264,3877.0,"Gasoline Exhaust - Winter, smoker",Combustion,Mobile; Onroad,Gasoline,,,0.0083,0.0015,0.2401,0.0025,0.1529,0.0263,0.0004,0.0,0.0096,5.9973,0.0049,0.0832,0.0222,,0.0001,0.0006,0.0008,0.0003,0.2726,77.3124,,0.0222,,0.0002,,0.0069,,,0.0,0.2319,0.2453,0.002,0.0,0.0,0.0553,0.0005
265,3878.0,Diesel Exhaust,Combustion,Mobile; Onroad; Heavy Duty,Diesel,0.04,,0.0019,0.0003,0.0532,0.0049,0.0598,0.0413,0.0,0.0001,0.0,74.9982,0.0072,0.0201,0.0003,0.0881,0.0003,0.0,0.0007,0.0002,0.1657,18.9289,0.0344,0.006,,0.0002,0.5101,0.0147,0.1403,,0.0001,0.4167,0.2967,0.0075,0.0005,0.0011,0.0593,0.0
266,3879.0,Diesel Exhaust,Combustion,Mobile; Onroad; Heavy Duty,Diesel,0.0467,,0.0021,0.0004,0.0597,0.0053,0.0662,0.0445,0.0,0.0001,0.0001,80.7506,0.0083,0.0217,0.0003,0.0982,0.0004,0.0,0.0008,0.0002,0.1859,13.948,0.0379,0.0065,,0.0003,0.5527,0.0164,0.1592,,0.0001,0.4626,0.3262,0.0084,0.0006,0.0013,0.0657,0.0
267,3880.0,Diesel Exhaust,Combustion,Mobile; Onroad; Heavy Duty,Diesel,0.0352,,0.0018,0.0003,0.0481,0.0045,0.0547,0.0387,0.0,0.0001,0.0,70.2437,0.0063,0.0187,0.0003,0.0802,0.0003,0.0,0.0007,0.0002,0.1502,23.0403,0.0316,0.0055,,0.0002,0.4754,0.0133,0.126,,0.0001,0.3805,0.2732,0.0069,0.0004,0.001,0.0542,0.0
268,3881.0,"Gasoline Exhaust - Winter, low emitter",Combustion,Mobile; Onroad,Gasoline,0.1872,,0.0028,0.0002,0.0582,0.0024,0.4639,0.0805,0.0307,0.0003,0.0298,45.7589,0.0011,1.7444,0.2394,0.1398,0.014,0.0,0.0006,0.0147,0.1977,37.3409,0.3357,0.0441,,0.0,0.6439,0.0047,0.1357,,0.001,1.6766,1.0045,0.0064,0.0029,0.0009,0.5617,0.0017
269,3882.0,"Gasoline Exhaust - Winter, low emitter",Combustion,Mobile; Onroad,Gasoline,0.2333,,0.0141,0.0007,0.019,0.0251,0.6375,0.1876,0.0834,0.008,0.0395,22.3105,0.0041,1.4328,0.1343,0.2441,0.0222,0.0006,0.0028,0.0117,0.1894,56.5733,0.4035,0.0787,,0.0022,0.9097,0.0267,0.1114,,0.0025,1.4351,1.0125,0.0139,0.0259,0.0187,0.6133,0.001
270,3883.0,"Gasoline Exhaust - Winter, low emitter",Combustion,Mobile; Onroad,Gasoline,0.2079,,0.0214,0.0,0.0008,0.0226,0.7957,0.1959,0.0546,0.0063,0.0532,42.7415,0.0,2.1712,0.3332,0.4455,0.0246,0.0,0.0023,0.0171,0.2796,37.2712,0.5541,0.0847,,0.0,0.7207,0.0442,0.4081,,0.0016,2.0689,1.2897,0.0391,0.0131,0.0219,0.8093,0.0005
271,3884.0,"Gasoline Exhaust - Winter, low emitter",Combustion,Mobile; Onroad,Gasoline,0.2104,,0.0096,0.0003,0.0308,0.0127,0.5821,0.1371,0.0523,0.0039,0.0392,37.4594,0.0017,1.799,0.2252,0.2309,0.0195,0.0002,0.0018,0.0146,0.2004,43.3517,0.4076,0.0627,,0.0008,0.7517,0.0182,0.166,,0.0016,1.7285,1.0985,0.0132,0.0129,0.0104,0.6534,0.0012
272,3885.0,"Gasoline Exhaust - Winter, low emitter",Combustion,Mobile; Onroad,Gasoline,0.1644,,0.0,0.0,0.1201,0.0,0.2846,0.1431,0.0387,0.0008,0.0144,40.4831,0.0,0.6626,0.023,0.0651,0.0004,0.0,0.0,0.0042,0.4188,43.8922,0.1636,0.0494,,0.0,0.5211,0.0008,0.4487,,0.0012,2.4673,0.6051,0.0115,0.0,0.0,0.2688,0.0034
273,3886.0,"Gasoline Exhaust - Winter, low emitter",Combustion,Mobile; Onroad,Gasoline,0.1819,,0.0196,0.0026,0.0353,0.0314,0.4176,0.4569,0.144,0.0235,0.0314,11.7834,0.0065,1.122,0.0589,0.3102,0.0222,0.0026,0.0091,0.017,0.2526,66.7726,0.2526,0.1073,,0.0078,0.5852,0.0353,0.3482,,0.0026,1.1639,0.7475,0.0235,0.0471,0.0432,0.3548,0.0013
274,3887.0,"Gasoline Exhaust - Winter, low emitter",Combustion,Mobile; Onroad,Gasoline,0.1058,,0.0736,0.0,0.0,0.0153,0.4248,0.5061,0.0613,0.0122,0.023,29.1441,0.0,1.1028,0.0184,0.7684,0.0168,0.0,0.0,0.0092,0.4003,52.1526,0.2438,0.1564,,0.0,0.5092,0.1073,1.2838,,0.0015,1.0921,0.681,0.0843,0.0061,0.0414,0.2822,0.0
275,3888.0,"Gasoline Exhaust - Winter, low emitter",Combustion,Mobile; Onroad,Gasoline,0.1611,,0.0197,0.0009,0.0681,0.0143,0.358,0.3218,0.082,0.0112,0.0222,27.8203,0.0024,0.9088,0.0356,0.2754,0.0113,0.0009,0.0034,0.0098,0.3534,53.8563,0.2105,0.0891,,0.0029,0.5431,0.0317,0.5516,,0.0018,1.7474,0.6712,0.0282,0.0186,0.0231,0.3033,0.002
276,3889.0,"Gasoline Exhaust - Winter, high emitter",Combustion,Mobile; Onroad,Gasoline,0.0483,,0.002,0.0001,0.0239,0.0006,0.1889,0.0374,0.01,0.0,0.0175,37.9426,0.0017,0.8281,0.1166,0.0354,0.0056,0.0,0.0021,0.0061,0.0923,49.2392,0.1136,0.0138,,0.0,0.1228,0.0016,0.0243,,0.0002,0.3276,0.537,0.0104,0.0001,0.0,0.238,0.0007
277,3890.0,"Gasoline Exhaust - Winter, high emitter",Combustion,Mobile; Onroad,Gasoline,0.1013,,0.0076,0.0,0.0005,0.008,0.2666,0.1301,0.035,0.0018,0.0197,23.0936,0.0003,0.5665,0.0595,0.0845,0.0071,0.0,0.0016,0.0065,0.1054,60.0586,0.1581,0.0346,,0.0,0.7891,0.0109,0.0813,,0.0007,0.5629,0.4805,0.0037,0.0133,0.0057,0.2464,0.0003
278,3891.0,"Gasoline Exhaust - Winter, high emitter",Combustion,Mobile; Onroad,Gasoline,0.1255,,0.0224,0.0003,0.0322,0.0152,0.3654,0.1152,0.0303,0.0017,0.0305,30.9238,0.0097,0.9336,0.4041,0.1657,0.0139,0.0002,0.0052,0.009,0.1567,51.6561,0.3706,0.0358,,0.0,0.9793,0.0074,0.2104,,0.0005,0.7851,0.6741,0.0222,0.0086,0.0064,0.3993,0.0006
279,3892.0,"Gasoline Exhaust - Winter, high emitter",Combustion,Mobile; Onroad,Gasoline,0.065,,0.0055,0.0001,0.0163,0.0039,0.2289,0.0669,0.0172,0.0005,0.0192,34.0269,0.0021,0.7668,0.1149,0.0588,0.0066,0.0,0.0023,0.0064,0.1015,51.9218,0.1395,0.0202,,0.0,0.3066,0.0043,0.0494,,0.0004,0.4475,0.5437,0.0106,0.004,0.002,0.2571,0.0006
280,3893.0,"Gasoline Exhaust - Winter, high emitter",Combustion,Mobile; Onroad,Gasoline,,,0.0061,0.0,0.0042,0.0,0.1117,0.0415,0.0085,0.0,0.0091,62.3467,0.0032,0.7429,0.1999,,0.0078,0.0002,0.001,0.0088,0.1225,29.3869,,0.0094,,0.0,,0.0009,,,0.0,0.4327,0.4798,0.0218,0.0004,0.0,0.1182,0.0002
281,3894.0,"Gasoline Exhaust - Winter, high emitter",Combustion,Mobile; Onroad,Gasoline,0.0885,,0.0098,0.0,0.0,0.0073,0.1094,0.1339,0.0361,0.0004,0.0072,34.0885,0.0009,0.5481,0.0906,0.0159,0.007,0.0,0.0004,0.0088,0.0744,50.1628,0.0968,0.0243,,0.0001,1.577,0.0091,0.1227,,0.0008,0.3023,0.3358,0.0005,0.0138,0.0018,0.0753,0.0
282,3895.0,"Gasoline Exhaust - Winter, high emitter",Combustion,Mobile; Onroad,Gasoline,0.1345,,0.0305,0.0,0.0968,0.0127,0.2676,0.1835,0.0447,0.0031,0.0276,54.6607,0.0177,0.8806,1.0563,0.2168,0.0223,0.0003,0.0049,0.012,0.2378,29.105,0.5576,0.0532,,0.0,2.2045,0.0117,0.4323,,0.0,0.4362,0.5118,0.0291,0.0088,0.0053,0.2956,0.0003
283,3896.0,"Gasoline Exhaust - Winter, high emitter",Combustion,Mobile; Onroad,Gasoline,0.0221,,0.0077,0.0,0.007,0.0019,0.1174,0.0647,0.0152,0.0002,0.0094,56.6513,0.0034,0.7111,0.2126,0.0115,0.0083,0.0001,0.001,0.0089,0.1178,33.3416,0.0403,0.0139,,0.0,0.3874,0.0029,0.0403,,0.0001,0.408,0.4536,0.018,0.0033,0.0005,0.117,0.0002
284,3897.0,"Gasoline Exhaust - Winter, non-smoker",Combustion,Mobile; Onroad,Gasoline,0.1277,,0.0024,0.0002,0.0435,0.0016,0.346,0.062,0.0219,0.0001,0.0245,41.8769,0.0013,1.3517,0.1868,0.095,0.0104,0.0,0.0013,0.011,0.1525,43.3151,0.2405,0.0312,,0.0,0.4206,0.0034,0.088,,0.0006,1.0985,0.8041,0.0081,0.0017,0.0005,0.423,0.0012
285,3898.0,"Gasoline Exhaust - Winter, non-smoker",Combustion,Mobile; Onroad,Gasoline,0.1768,,0.0113,0.0004,0.0111,0.0178,0.4785,0.163,0.0627,0.0053,0.0311,24.0437,0.0025,1.0615,0.1023,0.1757,0.0158,0.0003,0.0023,0.0095,0.1534,57.1374,0.2983,0.0598,,0.0012,0.858,0.0199,0.0985,,0.0017,1.0613,0.7845,0.0095,0.0205,0.0131,0.4561,0.0007
286,3899.0,"Gasoline Exhaust - Winter, non-smoker",Combustion,Mobile; Onroad,Gasoline,0.1726,,0.0219,0.0001,0.0143,0.0194,0.6113,0.1613,0.0442,0.0043,0.0435,34.7124,0.0041,1.6408,0.3636,0.3256,0.02,0.0001,0.0035,0.0136,0.2269,46.3071,0.4754,0.0638,,0.0,0.8315,0.0284,0.3234,,0.0012,1.5187,1.0259,0.0318,0.0112,0.0153,0.6336,0.0005
287,3900.0,"Gasoline Exhaust - Winter, non-smoker",Combustion,Mobile; Onroad,Gasoline,0.1481,,0.0079,0.0002,0.0246,0.0089,0.4307,0.107,0.0373,0.0024,0.0306,35.9075,0.0019,1.3566,0.1779,0.1571,0.014,0.0001,0.002,0.0111,0.158,47.5375,0.2927,0.0445,,0.0004,0.5609,0.0122,0.116,,0.001,1.1795,0.8608,0.0121,0.0091,0.0068,0.4835,0.0009
288,3901.0,"Gasoline Exhaust - Winter, smoker",Combustion,Mobile; Onroad,Gasoline,,,0.0049,0.0011,0.263,0.0022,0.0865,0.0234,0.0,0.0001,0.0098,17.878,0.0022,0.2753,0.0371,,0.0003,0.0001,0.0003,0.0008,0.193,67.1017,,0.0242,,0.0002,,0.005,,,0.0,0.4582,0.4511,0.0015,0.0,0.0,0.0,0.0005
289,3902.0,"Gasoline Exhaust - Winter, smoker",Combustion,Mobile; Onroad,Gasoline,,,0.01,0.001,0.1218,0.001,0.1093,0.0474,0.0009,0.0,0.0087,11.1399,0.0039,0.1862,0.0229,,0.0,0.0008,0.0005,0.0014,0.2906,72.9968,,0.012,,0.0002,,0.0053,,,0.0,0.1981,0.2177,0.0012,0.0,0.0,0.0286,0.0
290,3903.0,"Gasoline Exhaust - Winter, smoker",Combustion,Mobile; Onroad,Gasoline,,,0.0048,0.0017,0.1853,0.0034,0.1514,0.0335,0.0018,0.0002,0.0175,17.2931,0.0064,0.6947,0.1232,,0.0015,0.0007,0.0006,0.0019,0.3559,66.9127,,0.0172,,0.0002,,0.0108,,,0.0,0.2872,0.3803,0.0039,0.0,0.0,0.0703,0.0008
291,3904.0,"Gasoline Exhaust - Winter, smoker",Combustion,Mobile; Onroad,Gasoline,,,0.0078,0.0012,0.168,0.0017,0.1122,0.0295,0.0006,0.0001,0.0111,14.9152,0.0036,0.3298,0.0463,,0.0005,0.0006,0.0005,0.001,0.2404,69.5579,,0.0159,,0.0002,,0.0058,,,0.0,0.3519,0.3831,0.0018,0.0,0.0,0.0327,0.0002
292,3905.0,"Gasoline Exhaust - Winter, smoker",Combustion,Mobile; Onroad,Gasoline,,,0.0072,0.0014,0.3945,0.0031,0.1297,0.0296,0.0,0.0,0.0084,9.9348,0.0034,0.0909,0.026,,0.0,0.0002,0.0005,0.0005,0.2497,73.8462,,0.0364,,0.0003,,0.006,,,0.0,0.3086,0.271,0.002,0.0,0.0,0.0,0.0008
293,3906.0,"Gasoline Exhaust - Winter, smoker",Combustion,Mobile; Onroad,Gasoline,,,0.015,0.0014,0.1827,0.0015,0.1607,0.0309,0.0005,0.0,0.0082,3.2946,0.0049,0.0795,0.0102,,0.0,0.001,0.0008,0.0,0.2486,79.6198,,0.018,,0.0003,,0.0045,,,0.0,0.193,0.2077,0.0018,0.0,0.0,0.0429,0.0
294,3907.0,"Gasoline Exhaust - Winter, smoker",Combustion,Mobile; Onroad,Gasoline,,,0.006,0.0021,0.278,0.0038,0.2127,0.0269,0.0005,0.0,0.0109,5.8052,0.008,0.091,0.0258,,0.0002,0.0011,0.0009,0.0004,0.4262,77.1072,,0.0258,,0.0002,,0.0138,,,0.0,0.2416,0.2595,0.0026,0.0,0.0,0.1055,0.0012
295,3908.0,"Gasoline Exhaust - Winter, smoker",Combustion,Mobile; Onroad,Gasoline,,,0.0114,0.0015,0.252,0.0022,0.1652,0.0295,0.0004,0.0,0.009,5.5459,0.005,0.086,0.0185,,0.0,0.0008,0.0007,0.0002,0.283,77.5962,,0.0239,,0.0003,,0.0068,,,0.0,0.2306,0.2362,0.0019,0.0,0.0,0.0491,0.0004
296,3909.0,Diesel Exhaust,Combustion,Mobile; Onroad; Light Duty,Diesel,,,0.0055,0.0004,0.0812,0.0009,0.044,0.0717,0.0,0.0,0.0088,60.9351,0.0024,0.3261,0.0498,,0.0,0.0,0.0,0.011,0.3644,30.2573,,0.0,,0.0,,0.0034,,,0.0,1.4864,1.0804,0.002,0.0,0.0,0.0,0.0
297,3910.0,Diesel Exhaust,Combustion,Mobile; Onroad; Light Duty,Diesel,,,0.012,0.0013,0.1042,0.002,0.0264,0.0485,0.0,0.0,0.0041,62.2708,0.005,0.0586,0.0311,,0.0,0.0,0.0,0.0008,0.4215,30.3828,,0.0,,0.0,,0.0064,,,0.0,0.4178,0.4263,0.0022,0.0,0.0,0.0,0.0
298,3911.0,Diesel Exhaust,Combustion,Mobile; Onroad; Light Duty,Diesel,,,0.0076,0.0008,0.1376,0.0013,0.0129,0.0444,0.0,0.0,0.0047,59.9849,0.0025,0.0535,0.0391,,0.0001,0.0,0.0,0.0018,0.3713,32.2845,,0.0,,0.0,,0.0062,,,0.0,0.4783,0.4605,0.001,0.0,0.0,0.0,0.0
299,3912.0,Diesel Exhaust,Combustion,Mobile; Onroad; Light Duty,Diesel,,,0.009,0.0009,0.1046,0.0014,0.0266,0.054,0.0,0.0,0.0057,61.4641,0.0035,0.1296,0.0383,,0.0,0.0,0.0,0.0037,0.386,30.7311,,0.0,,0.0,,0.0055,,,0.0,0.7191,0.61,0.0019,0.0,0.0,0.0,0.0
300,3913.0,Diesel Exhaust,Combustion,Mobile; Onroad; Heavy Duty,Diesel,,,0.0026,0.0008,0.083,0.0079,0.0621,0.1062,0.0,0.0001,0.0003,73.5138,0.0078,0.0246,0.001,,0.0001,0.0,0.0002,0.0006,0.2016,19.8087,,0.0081,,0.0002,,0.0111,,,0.0,0.4629,0.329,0.0195,0.0,0.0009,0.0587,0.0
301,3914.0,Diesel Exhaust,Combustion,Mobile; Onroad; Heavy Duty,Diesel,,,0.0019,0.0003,0.035,0.0044,0.0583,0.0124,0.0,0.0002,0.0,77.1241,0.0018,0.0262,0.0001,,0.0,0.0,0.0002,0.0002,0.1141,17.5588,,0.0038,,0.0,,0.0061,,,0.0001,0.295,0.2522,0.0025,0.0004,0.0006,0.0682,0.0
302,3915.0,Cooking,Combustion,Cooking; Charbroiling,Chicken; Hamburger,0.013,,0.0027,0.0,0.008,0.0002,0.0019,0.0461,0.0,0.0002,0.0008,2.2502,0.0002,0.0203,0.0001,0.0006,0.0001,0.0001,0.0,0.0,0.0163,80.9977,0.0297,0.1899,,0.0,0.0195,0.0,0.0654,,0.0,0.0597,0.1428,0.0014,0.0001,0.0001,0.0254,0.0
303,3916.0,Cooking,Combustion,Cooking; Charbroiling,Hamburger,0.025,,0.0016,0.0,0.0184,0.0007,0.0047,0.0813,0.0003,0.0008,0.0033,2.9651,0.0,0.0474,0.0006,0.0026,0.0007,0.0001,0.0,0.0003,0.0137,79.9549,0.0465,0.3583,,0.0001,0.0392,0.0,0.0537,,0.0,0.1156,0.1914,0.0005,0.0006,0.0007,0.1018,0.0
304,3917.0,Cooking,Combustion,Cooking; Charbroiling,Hamburger,0.0271,,0.0,0.0,0.0,0.0001,0.003,0.1031,0.0,0.0,0.0,2.4909,0.0,0.0337,0.0,0.0,0.0,0.0,0.0,0.0,0.0518,80.4879,0.0524,0.2978,,0.0,0.0201,0.0,0.0781,,0.0,0.1233,0.1231,0.005,0.0,0.0,0.0,0.0
305,3918.0,Cooking,Combustion,Cooking; Charbroiling,Chicken,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3231,0.0006,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,83.0617,0.0011,0.0,,0.0,0.0,0.0,0.0829,,0.0,0.0,0.1114,0.0,0.0,0.0,0.0,0.0
306,3919.0,Cooking,Combustion,Cooking; Charbroiling,Steak,0.0,,0.0093,0.0,0.0138,0.0,0.0,0.0,0.0,0.0,0.0,3.2219,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.4863,0.0189,0.1037,,0.0,0.0187,0.0,0.0468,,0.0,0.0,0.1452,0.0,0.0,0.0,0.0,0.0
307,3920.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Softwood,0.0107,,0.0,0.0001,0.0027,0.0021,0.0027,0.1247,0.0,0.0,0.0,33.5969,0.0009,0.0,0.0006,0.0113,0.0,0.0,0.0,0.0,0.1037,54.2656,0.0025,0.3533,,0.0,0.0656,0.0008,0.0175,,0.0,0.1846,0.0847,0.0018,0.0,0.0,0.0348,0.0
308,3921.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Pine,0.0162,,0.0,0.0003,0.0055,0.0042,0.0018,0.1656,0.0,0.0001,0.0,17.4643,0.0018,0.0,0.0012,0.0194,0.0,0.0,0.0,0.0,0.1518,67.599,0.004,0.3725,,0.0,0.0012,0.0016,0.0317,,0.0,0.2271,0.08,0.0027,0.0001,0.0,0.0509,0.0
309,3922.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Softwood; Pine,0.0052,,0.0,0.0,0.0,0.0,0.0035,0.0837,0.0,0.0,0.0,49.7295,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0556,40.9322,0.001,0.3341,,0.0,0.1301,0.0,0.0034,,0.0,0.142,0.0894,0.0008,0.0,0.0,0.0188,0.0
310,3923.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Hardwood; Apple; Mesquite,0.0403,,0.0056,0.0,0.0253,0.0002,0.0012,5.7164,0.0,0.0,0.0,7.2953,0.0094,0.0,0.0031,0.025,0.0,0.0,0.0,0.0,0.3266,66.0756,0.0153,3.8279,,0.0,0.0,0.0,0.1162,,0.0003,0.703,0.1664,0.0011,0.0,0.0,0.0393,0.0
311,3924.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Bundled Wood From Supermarket,0.0168,,0.0022,0.0,0.0285,0.0,0.045,0.7134,0.0,0.0,0.0,17.4116,0.0,0.0,0.0015,0.0219,0.0056,0.0,0.0,0.0,0.2615,66.4693,0.0031,0.6875,,0.0,0.0188,0.0,0.0482,,0.0006,0.2271,0.0822,0.0043,0.0,0.0,0.1422,0.0
312,3925.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Hardwood,0.0163,,0.0,0.0002,0.0129,0.0006,0.0002,0.208,0.0,0.0,0.0,8.2297,0.0003,0.0014,0.0001,0.0121,0.0,0.0,0.0,0.0,0.2004,73.8694,0.0044,1.3911,,0.0,0.0,0.0011,0.0239,,0.0001,0.5612,0.1669,0.0023,0.0,0.0,0.0161,0.0
313,3926.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Hardwood,0.016,,0.0,0.0,0.0176,0.0011,0.0,0.1812,0.0,0.0,0.0,7.1369,0.0005,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.1519,75.4663,0.0055,0.9383,,0.0,0.0,0.0,0.0176,,0.0,0.4097,0.1231,0.0018,0.0,0.0,0.0101,0.0001
314,3927.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Hardwood,0.0237,,0.0,0.0004,0.0092,0.0008,0.0009,0.383,0.0,0.0,0.0,10.9162,0.0008,0.0,0.0002,0.0085,0.0,0.0,0.0,0.0,0.2017,69.6709,0.0026,2.7865,,0.0,0.0,0.0,0.0,,0.0003,0.9787,0.2946,0.0,0.0,0.0,0.0501,0.0
315,3928.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Oak,0.0134,,0.0,0.0004,0.0,0.0006,0.0,0.1487,0.0,0.0,0.0,6.4494,0.0,0.0058,0.0004,0.0043,0.0,0.0,0.0,0.0,0.2245,75.9316,0.005,0.9581,,0.0,0.0,0.0045,0.0,,0.0,0.4472,0.1261,0.0043,0.0,0.0,0.0016,0.0
316,3929.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Oak,0.0122,,0.0,0.0,0.0247,0.0,0.0,0.1189,0.0,0.0,0.0,8.4163,0.0,0.0,0.0,0.0251,0.0,0.0,0.0,0.0,0.2234,74.409,0.0048,0.8816,,0.0,0.0,0.0,0.0781,,0.0002,0.4091,0.1238,0.0032,0.0,0.0,0.0028,0.0
317,3930.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Fireplace,Synthetic Wood,0.018,,0.0,0.0,0.0259,0.0,0.004,0.0,0.0,0.0,0.0,83.1731,0.0002,0.0,0.0,0.0062,0.0,0.0,0.0,0.0,0.0217,13.7514,0.0015,0.0185,,0.0,0.2253,0.0,0.067,,0.0002,0.0,0.2028,0.0053,0.0,0.0,0.0,0.0001
318,3931.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove,Hardwood,0.0069,,0.0,0.0012,0.0,0.0127,0.0,0.1476,0.0002,0.0,0.0,11.8353,0.006,0.0078,0.0004,0.0304,0.0001,0.0006,0.0,0.0,0.0883,68.1245,0.013,3.3804,,0.0,0.0025,0.0,0.3256,,0.0,1.0625,0.6977,0.0237,0.0012,0.0014,0.0004,0.0
319,3932.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove,Hardwood,0.0345,,0.0,0.0018,0.0,0.0612,0.0,0.0,0.0,0.0,0.0,13.3452,0.03,0.0,0.0,0.0487,0.0,0.0032,0.0,0.0,0.3305,55.7616,0.0654,13.158,,0.0,0.0,0.0,1.4908,,0.0,1.983,2.2119,0.0801,0.0,0.0,0.0,0.0
320,3933.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove,Hardwood,0.0,,0.0,0.0,0.0,0.0001,0.0,0.1708,0.0,0.0,0.0,8.1782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6032,0.0,0.9152,,0.0,0.0,0.0,0.0073,,0.0,0.566,0.2214,0.0,0.0,0.0,0.0,0.0
321,3934.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove,Hardwood,0.0,,0.0036,0.0,0.0,0.0,0.0,0.6389,0.0,0.0054,0.0,24.243,0.0224,0.0,0.0,0.0986,0.0,0.0,0.0,0.0,0.0848,51.1518,0.0,7.829,,0.0,0.0,0.0,0.111,,0.0,2.7732,1.0504,0.0708,0.0,0.0065,0.0,0.0
322,3935.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove,Hardwood,0.0,,0.0,0.0046,0.0,0.0,0.0,0.3431,0.0,0.0,0.0,21.0626,0.0,0.0,0.0,0.081,0.0,0.0,0.0,0.0,0.0827,60.8374,0.0,2.2193,,0.0,0.0,0.0,0.0,,0.0,1.4333,0.6093,0.0371,0.0034,0.0045,0.0,0.0
323,3936.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove,Oak,0.0,,0.0,0.0,0.0,0.0,0.0,0.1409,0.0,0.0,0.0,7.0689,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0021,75.9544,0.0,0.3427,,0.0,0.0,0.0,0.0631,,0.0,0.6928,0.1781,0.0,0.0002,0.0005,0.0,0.0
324,3937.0,Residential Wood Burning,Combustion,Biomass Burning; Residential Wood Combustion; Woodstove,Oak,0.0,,0.0,0.0,0.0,0.0024,0.0,0.0832,0.0013,0.0001,0.0004,9.9407,0.0,0.0393,0.0022,0.0226,0.0007,0.0,0.0,0.0,0.0264,73.3174,0.0,0.2667,,0.0,0.0128,0.0,0.0668,,0.0,0.6375,0.2678,0.0014,0.0024,0.002,0.0023,0.0
