"","PROFILE_CODE","WEIGHT_PERCENT","UNCERTAINTY_PERCENT","SPECIES_NAME","SYMBOL","PROFILE_NAME","PROFILE_TYPE","TOTAL","REGION","CATEGORY_LEVEL_1_Generation_Mechanism","CATEGORY_LEVEL_2_Sector_Equipment","CATEGORY_LEVEL_3_.Fuel_Product"
"325689","95746",0.248001675,0.108170485,"Elemental carbon III","EC3","Residential Wood Combustion - Fireplace, Oak Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Oak"
"325693","95746",5.701412637,1.022664361,"Elemental carbon I","EC1","Residential Wood Combustion - Fireplace, Oak Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Oak"
"325779","95747",0.091047502,0.020055285,"Potassium ion","K+","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325783","95747",0,0.000728105,"Selenium","Se","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325791","95747",26.91073471,5.670182189,"Organic carbon I","OC1","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325792","95747",1.390483811,0.778821452,"Elemental carbon II","EC2","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325812","95747",0,0.005641751,"Tin","Sn","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325815","95747",0.001103045,0.004094008,"Phosphorus","P","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325816","95747",0.114584983,0.02252491,"Potassium","K","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325818","95747",0.021193735,0.009100471,"Silicon","Si","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325820","95747",0.018407343,0.15324033,"Sodium","Na","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325822","95747",0.05796253,0.023876339,"Sulfate","SO4=","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325823","95747",4.0767424,1.223270215,"Organic carbon IV","OC4","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325825","95747",0,0.00231086,"Molybdenum","Mo","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325828","95747",0.000152049,0.009581126,"Vanadium","V","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325830","95747",0.004740534,0.002424867,"Zinc","Zn","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325831","95747",0,0.001321868,"Zirconium","Zr","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325832","95747",0.150977469,0.068709647,"Ammonium","NH4+","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325833","95747",0.003009072,0.004361968,"Sodium ion","Na+","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325834","95747",6.987898583,1.460600419,"Organic carbon II","OC2","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325835","95747",7.632251532,1.595498162,"Organic carbon III","OC3","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325836","95747",0.037734317,0.011121241,"Sulfur","S","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325837","95747",0.000415278,0.000719282,"Copper","Cu","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325840","95747",0.01975858,0.021711375,"Aluminum","Al","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325842","95747",9.47917e-05,0.006302631,"Antimony","Sb","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325843","95747",0,0.001765423,"Arsenic","As","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325845","95747",0.001229784,0.002803364,"Cadmium","Cd","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325846","95747",0.028467732,0.022394306,"Calcium","Ca","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325847","95747",0.042538037,0.063205342,"Chloride ion","Cl-","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325848","95747",2.25694e-05,0.000519406,"Nickel","Ni","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325849","95747",7.37993e-05,0.000663453,"Cobalt","Co","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325855","95747",0.011711037,0.010599086,"Iron","Fe","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325857","95747",0,0.002482432,"Lead","Pb","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325858","95747",0.002993308,0.032780081,"Magnesium","Mg","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325859","95747",0.00053398,0.001000082,"Manganese","Mn","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325860","95747",0,0.001299521,"Mercury","Hg","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325862","95747",6.31944e-05,0.002378326,"Chromium","Cr","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325885","95747",1.314221535,0.537910292,"Pyrolyzed organic carbon","POC","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325887","95747",0.099833562,0.02602688,"Nitrate","NO3-","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325890","95747",0.157438451,0.062907774,"Elemental carbon III","EC3","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325904","95747",5.573143279,1.778030272,"Elemental carbon I","EC1","Residential Wood Combustion - Fireplace, Juniper Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Fireplace","Juniper"
"325985","95748",0.070668784,0.046076557,"Potassium ion","K+","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"325997","95748",3.055383914,3.779770037,"Organic carbon I","OC1","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"325998","95748",1.289270882,0.341619926,"Elemental carbon II","EC2","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326018","95748",0,0.092273016,"Sulfate","SO4=","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326019","95748",1.750352741,0.685330416,"Organic carbon II","OC2","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326023","95748",0.012103586,0.013782692,"Phosphorus","P","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326024","95748",0.505409326,0.203715612,"Potassium","K","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326026","95748",0.000534164,0.00264536,"Selenium","Se","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326027","95748",0.091801926,0.035878554,"Silicon","Si","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326031","95748",0,0.004670038,"Mercury","Hg","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326032","95748",0.089560304,0.011746943,"Sulfur","S","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326034","95748",0,0.020901815,"Tin","Sn","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326037","95748",0,0.036580502,"Vanadium","V","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326039","95748",0.039482932,0.02750692,"Zinc","Zn","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326040","95748",0.001632716,0.004609318,"Zirconium","Zr","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326041","95748",0.12511118,0.092793684,"Ammonium","NH4+","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326042","95748",0.004922446,0.0155904,"Sodium ion","Na+","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326043","95748",0.013113558,0.563768649,"Sodium","Na","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326044","95748",4.29884e-05,0.009057707,"Chromium","Cr","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326049","95748",0.012825703,0.091364382,"Aluminum","Al","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326051","95748",0.000855232,0.023546315,"Antimony","Sb","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326052","95748",0.00110947,0.006352644,"Arsenic","As","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326054","95748",0.004322068,0.011068832,"Cadmium","Cd","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326055","95748",0,0.092273016,"Nitrate","NO3-","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326056","95748",0,0.228866122,"Chloride ion","Cl-","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326057","95748",0.000998808,0.001971078,"Nickel","Ni","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326058","95748",0.000628985,0.002472369,"Cobalt","Co","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326059","95748",0.003332103,0.001908626,"Copper","Cu","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326064","95748",0.052818114,0.024114817,"Iron","Fe","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326066","95748",0.002098591,0.009069115,"Lead","Pb","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326067","95748",0.00597539,0.10196684,"Magnesium","Mg","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326068","95748",0.002229015,0.003591378,"Manganese","Mn","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326069","95748",0.114648309,0.040309499,"Calcium","Ca","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326093","95748",5.252813154,1.501555726,"Organic carbon III","OC3","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326095","95748",0.001316184,0.008485786,"Molybdenum","Mo","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326097","95748",2.276133751,1.722779128,"Elemental carbon I","EC1","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326098","95748",1.054300203,0.412056571,"Pyrolyzed organic carbon","POC","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326100","95748",0.062302357,0.088108838,"Elemental carbon III","EC3","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326112","95748",1.572377692,0.218927954,"Organic carbon IV","OC4","Residential Wood Combustion - Non-EPA Certified Woodstove, Pine Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Pine"
"326149","95749",1.222285372,0.719687219,"Potassium","K","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326194","95749",0.573952202,0.48029105,"Potassium ion","K+","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326205","95749",12.41359736,8.790464489,"Organic carbon I","OC1","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326206","95749",0.416136905,0.385312807,"Elemental carbon II","EC2","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326229","95749",0.001515781,0.004958563,"Phosphorus","P","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326230","95749",0,0.000653344,"Selenium","Se","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326233","95749",0.008838243,0.009121558,"Silicon","Si","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326235","95749",0.014510174,0.202520379,"Sodium","Na","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326237","95749",8.315912044,6.319601859,"Organic carbon III","OC3","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326238","95749",0.15171692,0.078743102,"Sulfur","S","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326240","95749",0,0.005234453,"Tin","Sn","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326243","95749",0,0.009027382,"Vanadium","V","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326245","95749",0.055768875,0.055001136,"Zinc","Zn","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326246","95749",0,0.001252242,"Zirconium","Zr","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326247","95749",0.099618274,0.047886553,"Ammonium","NH4+","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326248","95749",0.024360906,0.016022641,"Sodium ion","Na+","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326249","95749",5.493558075,0.527532806,"Organic carbon II","OC2","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326250","95749",0.262059323,0.21537011,"Sulfate","SO4=","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326253","95749",0.016159397,0.022280731,"Aluminum","Al","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326255","95749",0.000961503,0.005910822,"Antimony","Sb","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326256","95749",0.000353513,0.001631872,"Arsenic","As","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326258","95749",0.000678708,0.002726748,"Cadmium","Cd","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326259","95749",0.009273873,0.020773246,"Calcium","Ca","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326260","95749",0.282504164,0.142924628,"Chloride ion","Cl-","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326261","95749",0,0.002235557,"Chromium","Cr","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326263","95749",0.000170083,0.000660284,"Copper","Cu","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326264","95749",2.26236e-05,0.000495509,"Nickel","Ni","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326268","95749",0.00261993,0.00173394,"Iron","Fe","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326270","95749",0.000428255,0.002350854,"Lead","Pb","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326271","95749",0,0.030048972,"Magnesium","Mg","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326272","95749",0,0.000992769,"Manganese","Mn","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326273","95749",1.13118e-05,0.001206631,"Mercury","Hg","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326274","95749",0,0.002193269,"Molybdenum","Mo","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326276","95749",0,0.000569486,"Cobalt","Co","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326300","95749",3.349427898,0.992176488,"Organic carbon IV","OC4","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
"326302","95749",0.098371422,0.1391182,"Nitrate","NO3-","Residential Wood Combustion - Non-EPA Certified Woodstove, Almond Composite","PM-AE6",100,"Lake Tahoe, Nevada","Combustion","Biomass Burning; Residential Wood Combustion; Woodstove","Almond"
